names,min_players,max_players,avg_time,year,avg_rating,image_url,age,category,designer
Drakon (fourth edition),2,6,40,2015,6.56625,https://cf.geekdo-images.com/original/img/i9F72p03fZB-LCCQbylZvQkV_C4=/0x0/pic2368442.png,10,"Fantasy, Maze, Miniatures, Racing",Tom Jolly
Go Away Monster!,2,4,15,1997,6.52586,https://cf.geekdo-images.com/original/img/ksa7-Zm7YzLC5e9yuyhQse1P6io=/0x0/pic3048467.jpg,3,"Children's Game, Puzzle","Monty Stambler, Ann Stambler"
Federation Commander:  Romulan Border,2,8,60,2006,7.68688,https://cf.geekdo-images.com/original/img/mxPjHZtuM-_gkGdrSugvE-7W6yk=/0x0/pic995826.jpg,10,"Movies / TV / Radio theme, Science Fiction, Wargame",Stephen V. Cole
Abandon Ship,3,7,30,2008,6.32139,https://cf.geekdo-images.com/original/img/vITxMyLbkK86ZjKB4n7xuKYX0fk=/0x0/pic527382.jpg,10,"Animals, Bluffing, Nautical",Reiner Knizia
Anzio,2,2,120,1969,6.68257,https://cf.geekdo-images.com/original/img/EfqGMm28LSczaxaUQtL7-HKv4Vg=/0x0/pic771974.jpg,12,"Wargame, World War II","Tom Oleson, David Williams (I)"
Rush n' Crush,3,6,60,2009,6.39021,https://cf.geekdo-images.com/original/img/AduO7REsUkX5V68Lqyrd2rztllE=/0x0/pic497816.jpg,12,"Dice, Racing, Science Fiction","Guillaume Blossier, Charly Cazals, Frédéric Henry"
Resident Evil Deck Building Game: Alliance,1,4,45,2011,6.84163,https://cf.geekdo-images.com/original/img/N5JaZ8-_L4pAqpJGjlEuSminj3o=/0x0/pic1222026.jpg,13,"Card Game, Exploration, Fantasy, Horror, Video Game Theme, Zombies",Tylar Allinder
London's Burning,1,2,480,1995,6.88808,https://cf.geekdo-images.com/original/img/wRQQU4luJjNko96cBSeVIEcJooA=/0x0/pic125793.jpg,12,"Aviation / Flight, Wargame, World War II",Ben Knight
Slapshot,2,10,30,1982,6.32185,https://cf.geekdo-images.com/original/img/xt0PzLP7ot3z4jOXCXE_vgD9FVo=/0x0/pic904899.jpg,8,"Card Game, Sports","Tom Dalgliesh, Ron Gibson, John Gordon, Lance Gutteridge"
Dobble Free Demo Version,2,8,5,0,6.6073,https://cf.geekdo-images.com/original/img/4c2YiBXRcU1Z0M-Msj_Nlh_3e5s=/0x0/pic3546956.jpg,6,"Children's Game, Party Game, Real-time",Denis Blanchot
1805: Sea of Glory,2,2,480,2009,7.39027,https://cf.geekdo-images.com/original/img/YJevS24BNt6jo6Cyv6irHrs19xg=/0x0/pic545057.jpg,12,"Bluffing, Napoleonic, Nautical, Wargame",Phil Fry
Hotshots,1,4,60,2017,7.23076,https://cf.geekdo-images.com/original/img/jDSBk1xI2-uoX6UPpOBNiDrX1wM=/0x0/pic3342007.jpg,10,none,Justin De Witt
Monikers: Shmonikers,4,20,60,2015,8.03826,https://cf.geekdo-images.com/original/img/NTBOQ9g-5UXzCwaKJ2uCrZW8bhs=/0x0/pic2741584.jpg,18,Party Game,"Alex Hague, Justin Vickers"
Revolver 2: Last Stand at Malpaso,2,2,45,2012,7.07795,https://cf.geekdo-images.com/original/img/Z9f9ccxnbfx8JZcAm09Md3zN0bs=/0x0/pic1384520.jpg,12,"American West, Bluffing, Card Game, Fighting","Leigh Caple, Mark Chaplin"
Shadows of Malice,1,8,120,2014,7.44573,https://cf.geekdo-images.com/original/img/YWKNsBx57kXKDUbju8v8Nu3lkls=/0x0/pic2037527.jpg,14,"Adventure, Fantasy",Jim Felli
Utopia,2,5,60,2007,6.33975,https://cf.geekdo-images.com/original/img/4aSmMBADhKcbtoRLayO78iHb0ZA=/0x0/pic730113.jpg,12,City Building,"Arnaud Urbon, Ludovic Vialla"
Elfenroads,2,6,90,2015,7.21334,https://cf.geekdo-images.com/original/img/OpPWnMr2bhOc2MQdh5C-NC-53_w=/0x0/pic2578236.jpg,13,"Fantasy, Travel",Alan R. Moon
Infidel,2,2,120,2011,7.42656,https://cf.geekdo-images.com/original/img/o_xoyGxAoabBDjV26yaPx2VRy4k=/0x0/pic994399.jpg,0,"Medieval, Wargame",Richard H. Berg
Le Passe-Trappe,2,2,10,2003,6.73145,https://cf.geekdo-images.com/original/img/cxkKrsObWzFZkHaW01bhx8Lqrw4=/0x0/pic460745.jpg,4,Action / Dexterity,Jean-Marie Albert
Pocket Civ,1,2,30,2005,6.67097,https://cf.geekdo-images.com/original/img/SFRIkoQCThcFmBC1mdh8nJTTGl4=/0x0/pic507528.jpg,12,"Card Game, Civilization, Print & Play",Scott Slomiany
Basilica,2,2,45,2010,6.6061,https://cf.geekdo-images.com/original/img/A7rWQdrEy5DKUzct3cDa_0Rag6o=/0x0/pic818931.jpg,10,"Medieval, Religious",Łukasz M. Pogoda
Fool's Gold,3,5,90,2015,7.13137,https://cf.geekdo-images.com/original/img/CI-S4gXqduc1gS3qYsz7a_MvWl0=/0x0/pic1800625.jpg,14,Exploration,Joshua Gerald Balvin
Bisikle,1,4,30,2009,6.64218,https://cf.geekdo-images.com/original/img/vc5QIQqakIRSyFMExFEOWd1mfHo=/0x0/pic703608.jpg,5,"Action / Dexterity, Racing, Sports",Tonton Z
Infamy,3,4,60,2013,6.93564,https://cf.geekdo-images.com/original/img/gyVuYfjjG99WBbY5m-R84YJCDV8=/0x0/pic1748429.jpg,13,"Economic, Mafia, Science Fiction",Travis R. Chance
7th Fleet,2,2,120,1987,7.10504,https://cf.geekdo-images.com/original/img/z8JAyGTzUd-9Si26T2z_HaIRMPc=/0x0/pic522554.jpg,12,"Modern Warfare, Nautical, Wargame",Joseph M. Balkoski
Forum Romanum,2,6,45,1988,6.78404,https://cf.geekdo-images.com/original/img/EFNS2r_TEHJhR0LT105bBFJeKus=/0x0/pic181086.jpg,10,"Abstract Strategy, Ancient",Wolfgang Kramer
Tokyo Highway,2,2,50,2016,7.1733,https://cf.geekdo-images.com/original/img/hc_zsSWS1eoy0xLHGTPZ0lwKiBo=/0x0/pic3290526.png,8,Action / Dexterity,"Naotaka Shimamoto, Yoshiaki Tomioka"
Munchkin Legends,3,6,120,2013,6.50123,https://cf.geekdo-images.com/original/img/-VaqGC6OVJH9cpXpMwpBr-I9X4g=/0x0/pic1698736.jpg,10,"Ancient, Card Game, Fantasy, Humor, Mythology","Andrew Hackard, Steve Jackson (I)"
"Warhammer 40,000: Rogue Trader",2,2,120,1987,6.77508,https://cf.geekdo-images.com/original/img/9C8VF3mS_pGHgCT8A1X_Pnu7u1E=/0x0/pic55747.jpg,12,"Book, Miniatures, Science Fiction",Rick Priestley
Stonewall Jackson's Way II,0,2,720,2013,8.47756,https://cf.geekdo-images.com/original/img/ggz18SzIU0z_cEJXwpnDfjdY2Ro=/0x0/pic1693847.png,0,"American Civil War, Wargame","Joseph M. Balkoski, Ed Beach, Mike Belles, Chris Withers"
Silent Death,2,8,120,1990,6.94497,https://cf.geekdo-images.com/original/img/FeyaGXnfYB9pCJ3CtZwQc0g2I8k=/0x0/pic11168.jpg,10,"Fighting, Miniatures, Science Fiction, Wargame",Kevin Barrett
Paradox,2,4,120,2016,7.22112,https://cf.geekdo-images.com/original/img/yQ3AdrjlHuFJKtZhSnC5-U6IzPE=/0x0/pic2555713.png,10,"Adventure, Puzzle, Science Fiction",Brian Suhre
Risk Express,2,6,20,2006,6.27604,https://cf.geekdo-images.com/original/img/iShzDhrgmb9V66TED2J2Ai4CL6w=/0x0/pic576949.jpg,8,"Dice, Territory Building, Wargame",Reiner Knizia
In the Name of Odin,2,5,60,2016,6.78649,https://cf.geekdo-images.com/original/img/Bb7WCzK2PgA1UfzoYIAkFRcdMCY=/0x0/pic2894487.png,13,Medieval,Krzysztof Zięba
Startups,3,7,20,2017,7.01064,https://cf.geekdo-images.com/original/img/r5MCrswKGsApNagosjQ3v9fe5nA=/0x0/pic3678411.png,10,Card Game,Jun Sasaki
Statis Pro Baseball,1,2,20,1971,7.04778,https://cf.geekdo-images.com/original/img/RHv2_N_rkR-pUxvpOSGjdVSrbZY=/0x0/pic15630.jpg,10,"Card Game, Sports",Jim Barnes
Jäger und Sammler,2,4,45,2010,6.71908,https://cf.geekdo-images.com/original/img/lnlIiysX5cp-H0vIKvWTol8Bv5I=/0x0/pic650281.jpg,10,Prehistoric,Reiner Knizia
1841,2,8,300,1994,7.83675,https://cf.geekdo-images.com/original/img/wpSfZzCXzVdl5ttmuFPXc5ArUgQ=/0x0/pic193334.jpg,14,"Economic, Trains, Transportation","Manlio Manzini, Federico Vellani"
Dawn Under,2,6,30,2004,6.37039,https://cf.geekdo-images.com/original/img/HZF9IarxoSkNx_pmzt-QxciHSMw=/0x0/pic138676.jpg,6,"Children's Game, Horror, Memory",Norbert Proena
Sellswords,2,2,15,2014,6.63722,https://cf.geekdo-images.com/original/img/HvogugqwMQjfyhIkX3k9H9C3_lw=/0x0/pic2032246.png,10,Mythology,Cliff Kamarga
Chronology,2,8,30,1996,6.44888,https://cf.geekdo-images.com/original/img/r37nN1o8krUx3it5W8_lT4zMxBk=/0x0/pic1932828.png,12,"Card Game, Party Game, Trivia",Jane Ruemmele
Gettysburg,2,2,180,2010,7.24964,https://cf.geekdo-images.com/original/img/2nQJrOY_Yj7IVdolGsc90vN68yw=/0x0/pic653616.jpg,13,"American Civil War, Wargame",Martin Wallace
Wordsy,1,6,20,2017,7.20464,https://cf.geekdo-images.com/original/img/8Z-WR_nwf6EWtJBrm3yq9aoJSTQ=/0x0/pic3223277.jpg,10,"Real-time, Word Game",Gil Hova
Kaivai,3,4,120,2005,6.8906,https://cf.geekdo-images.com/original/img/QrMoD7TxnmezupYzCcUB6HqTzZ0=/0x0/pic751269.jpg,12,"City Building, Civilization, Economic, Nautical","Anselm Ostertag, Helge Ostertag"
Hornet Leader,1,2,30,1991,7.36669,https://cf.geekdo-images.com/original/img/BEi7Gr5vsW07V3a_Gt-6VXtJtEA=/0x0/pic433480.jpg,12,"Aviation / Flight, Modern Warfare, Wargame",Dan Verssen
Black Box,1,2,20,1977,6.38126,https://cf.geekdo-images.com/original/img/jFMOJowTfVgdv4YkcCqYSSa5jmI=/0x0/pic23902.jpg,10,"Abstract Strategy, Deduction, Puzzle",Eric Solomon
Paris Paris,2,4,45,2003,6.208,https://cf.geekdo-images.com/original/img/Y_FBmRmkSaTnAv4zSrabx_ViZLM=/0x0/pic72168.jpg,9,"Transportation, Travel",Michael Schacht
What's My Word?,2,2,60,1972,7.16739,https://cf.geekdo-images.com/original/img/42q1cb5X3icOfz749I3zQdEVp1w=/0x0/pic946902.jpg,10,"Deduction, Word Game",Joli Quentin Kansil
Crossbows and Catapults,2,2,30,1983,6.55244,https://cf.geekdo-images.com/original/img/y1dewuWQ9bStMJ_411WYgQVBj2A=/0x0/pic3731827.jpg,6,"Action / Dexterity, Children's Game, Medieval","Ray Frigard, Henri Sala"
Dragonland,2,4,45,2002,6.32988,https://cf.geekdo-images.com/original/img/2BuU7mdle9FNVRBTICYzTyEuOyU=/0x0/pic295454.jpg,9,"Dice, Fantasy, Medieval",Reiner Knizia
Last Friday,2,6,120,2016,6.53036,https://cf.geekdo-images.com/original/img/S-JHgV7avU00CGkueqb580iyDVA=/0x0/pic2916250.jpg,14,"Deduction, Fighting, Horror, Movies / TV / Radio theme, Murder/Mystery","Antonio Ferrara, Sebastiano Fiorillo"
Epic Resort,2,4,120,2014,6.60142,https://cf.geekdo-images.com/original/img/5PTu0bhZhpHxKc_MnqVquU4egbs=/0x0/pic2319312.jpg,12,"Fantasy, Pirates",Ben Harkins
Elevenses,2,4,30,2013,6.30693,https://cf.geekdo-images.com/original/img/LYhAL5gs12VuEM2U1aPYsmGSQt4=/0x0/pic2452463.jpg,10,"Card Game, Print & Play",David Harding (II)
No Retreat! The North African Front,2,2,180,2013,7.46704,https://cf.geekdo-images.com/original/img/Rn2Vk8UybFzshF29Lr2OAZzWjz0=/0x0/pic1759428.jpg,12,"Wargame, World War II",Carl Paradis
Dragonmaster,3,4,30,1981,6.62007,https://cf.geekdo-images.com/original/img/o07K8ZVh0PkOpOnSZs1TuABb7I4=/0x0/pic4001505.jpg,12,"Card Game, Fantasy","G. W. ""Jerry"" D'Arcey"
Sapiens,2,4,45,2015,6.62676,https://cf.geekdo-images.com/original/img/P9rzwyuWu0EHDuI0Tenm5lEuoLk=/0x0/pic2613688.jpg,10,Prehistoric,Cyrille Leroy
Portal: The Uncooperative Cake Acquisition Game,2,4,45,2015,6.3744,https://cf.geekdo-images.com/original/img/-fYVjTQxN8867uTNmPDPwoQDBC0=/0x0/pic2637725.png,15,"Puzzle, Science Fiction, Video Game Theme",Jeep Barnett
Boże Igrzysko,3,4,120,2010,7.64858,https://cf.geekdo-images.com/original/img/7Jf7X6vx23coV7LbuEiofz7U0CM=/0x0/pic626014.jpg,12,"Age of Reason, Medieval, Negotiation, Pike and Shot, Political, Renaissance",Martin Wallace
Cash-a-Catch,3,5,30,2007,6.31128,https://cf.geekdo-images.com/original/img/CSj0E9NLrR9sFOw2aqnIvGl-cDY=/0x0/pic336554.jpg,8,"Action / Dexterity, Animals, Card Game, Economic, Real-time",Andreas Pelikan
Exit: The Game – Dead Man on the Orient Express,1,4,90,2017,7.94598,https://cf.geekdo-images.com/original/img/T1k8GG7jCA0fN0SXTdrT0osijh4=/0x0/pic3958794.jpg,12,"Deduction, Murder/Mystery","Inka Brand, Markus Brand"
Stonewall's Last Battle,1,2,180,1996,7.51911,https://cf.geekdo-images.com/original/img/hRPKmVOAdX94KnLOk49qk1soQ_Y=/0x0/pic195082.jpg,12,"American Civil War, Wargame",Ed Beach
Darkest Night (Second edition),1,4,150,2018,8.0184,https://cf.geekdo-images.com/original/img/GkdyFX4jsTaKc7r4jEILyIC3Kso=/0x0/pic2893102.png,13,"Adventure, Fantasy, Horror",Jeremy Lennert
Electronic Catch Phrase,4,99,20,2000,6.53635,https://cf.geekdo-images.com/original/img/sIjS6IQRWl8oxzM2Kip5Gqg53qM=/0x0/pic647890.jpg,8,"Electronic, Party Game",none
Lupus in Tabula,8,24,40,2001,6.47369,https://cf.geekdo-images.com/original/img/eIqLwQXtjrFd2T0SVV3kautx0HY=/0x0/pic956446.jpg,8,"Bluffing, Deduction, Horror, Murder/Mystery, Negotiation, Party Game",Domenico Di Giorgio
Time's Up! Édition purple,4,12,45,2007,7.25254,https://cf.geekdo-images.com/original/img/jUB6s1YhgO7mTuTcbgMAkNGxrzo=/0x0/pic415247.jpg,0,"Humor, Memory, Party Game",Peter Sarrett
Manifest Destiny,3,5,180,2005,6.52164,https://cf.geekdo-images.com/original/img/OWDyt-pzqcRikZGezTuwnuwVCQs=/0x0/pic72411.jpg,12,"Civilization, Economic, Political",Bill Crenshaw
Enemy at the Gates,2,2,360,1994,7.6234,https://cf.geekdo-images.com/original/img/3ZBNa6U6pVZqEYoO8ApdnYM1MU4=/0x0/pic40442.jpg,12,"Wargame, World War II",Dean Essig
Pacific Victory,2,2,240,2000,6.91488,https://cf.geekdo-images.com/original/img/CpuJS8REumgh2TXM8Uzg3n0wQTA=/0x0/pic32734.jpg,12,"Nautical, Wargame, World War II",Tom Dalgliesh
Deadzone,2,4,60,2013,7.36613,https://cf.geekdo-images.com/original/img/esWdtKPV67OQmXAr96fcjuL1UM0=/0x0/pic1868567.png,12,"Miniatures, Science Fiction, Wargame","Guy Haley, Jake Thornton"
SUPERHOT Card Game,1,3,40,2017,6.64587,https://cf.geekdo-images.com/original/img/4lK-7urDmBovLFkvG3mcCrifbWc=/0x0/pic3247729.jpg,12,"Card Game, Fighting, Video Game Theme",Manuel Correia
Carthage: The First Punic War,2,2,1800,2005,7.29616,https://cf.geekdo-images.com/original/img/hF1iDz1t95RNXgHoLwy7UoxKQRo=/0x0/pic415499.jpg,12,"Ancient, Wargame",Richard H. Berg
Hybrid,2,2,120,2003,7.35184,https://cf.geekdo-images.com/original/img/mc56UQPFlADRq-GbL6HHasrFbCI=/0x0/pic340745.jpg,12,"Fantasy, Fighting, Horror, Miniatures","William Grosselin, Pascal Petit, Nicolas Raoult"
The Walled City: Londonderry & Borderlands,2,4,60,2014,6.91691,https://cf.geekdo-images.com/original/img/kRR9_WdgCMwbQmU9ki4sVG4-xlA=/0x0/pic2018321.jpg,13,"City Building, Political, Renaissance, Territory Building","Daryl Andrews, Stephen Sauer"
TSCHAK!,2,4,40,2011,6.40272,https://cf.geekdo-images.com/original/img/Z65lV3GTIBll2oWQAl7yr7CMZVA=/0x0/pic1083151.jpg,13,"Card Game, Fantasy",Dominique Ehrhard
Tapple,2,10,30,2012,6.38938,https://cf.geekdo-images.com/original/img/NrpStqM9k17A1eeFj1Cjj-MM8Vc=/0x0/pic1636731.jpg,8,"Card Game, Electronic, Party Game, Real-time, Word Game",(Uncredited)
Dreamwell,2,4,45,2016,6.81189,https://cf.geekdo-images.com/original/img/gGngRZL21l5MdasgTT2OFeV0mVg=/0x0/pic2838571.jpg,13,"Abstract Strategy, Card Game, Fantasy",Nick Little (I)
Guns & Steel,2,4,70,2015,6.51746,https://cf.geekdo-images.com/original/img/E0qaxNjNuUdjg5L2mLig7q8jZ_o=/0x0/pic3539907.jpg,12,"Card Game, Civilization",Jesse Li
Haleakala,2,2,40,2015,6.76428,https://cf.geekdo-images.com/original/img/axMBQaVgFwgvK04iKkwJt2GvomY=/0x0/pic2831205.png,12,"Mythology, Territory Building","Marc Klerner, Florian Racky"
Space Marine,2,3,120,1989,6.75122,https://cf.geekdo-images.com/original/img/uHXH96tpgNfdWnJA_8BL5sK_UsE=/0x0/pic805134.jpg,12,"Miniatures, Science Fiction, Wargame","Graeme Davis, Jervis Johnson"
Vom Kap bis Kairo,2,4,30,2001,6.31672,https://cf.geekdo-images.com/original/img/3F2yC5mMkvz2aQFjYsFYAsr6B40=/0x0/pic287970.jpg,10,"Card Game, Trains",Günter Burkhardt
The Three Musketeers: The Queen's Pendants,2,5,45,2009,6.78368,https://cf.geekdo-images.com/original/img/eaJOk_t5Kvn2STYIjWoI0nq7Vak=/0x0/pic1187737.jpg,8,"Bluffing, Deduction, Fighting, Miniatures, Novel-based, Renaissance",Pascal Bernard
Elements,2,2,20,2010,6.89943,https://cf.geekdo-images.com/original/img/OI4zuZQqLB_LwBfhDT0xCgfyZe0=/0x0/pic2875108.jpg,8,"Bluffing, Card Game",team SAIEN
North Wind,2,4,60,2014,6.4257,https://cf.geekdo-images.com/original/img/iCLQR-v_sRAR4M8iROtUjzC6Eqc=/0x0/pic1993122.png,10,Pirates,Klaus Teuber
Castle,2,5,60,2000,6.10628,https://cf.geekdo-images.com/original/img/vKtm9CXk82jfsSVwt9VJCzsreKc=/0x0/pic9642.jpg,14,"Card Game, Medieval","Bruno Faidutti, Serge Laget"
Dungeons & Dragons: Tomb of Annihilation Board Game,1,5,60,2017,8.10083,https://cf.geekdo-images.com/original/img/qlPDVMAO7y33ZRMGo_9PGsE8WzM=/0x0/pic3819608.jpg,14,"Adventure, Exploration, Fantasy, Miniatures",Kevin Wilson
Holland '44: Operation Market-Garden,2,2,900,2017,8.43042,https://cf.geekdo-images.com/original/img/0YaVNNQPA3_oFbcCu2HKvMi5-KU=/0x0/pic3760409.jpg,0,"Wargame, World War II",Mark Simonitch
Roads to Leningrad,2,2,180,2004,7.48428,https://cf.geekdo-images.com/original/img/UcUzoaIg9yVoiXtfn9tQvxZ841Y=/0x0/pic535346.jpg,12,"Wargame, World War II",Vance von Borries
A World at War,1,8,2880,2003,7.63102,https://cf.geekdo-images.com/original/img/iqhTDDtHQ3hPYxH2A7VvzhfMm7c=/0x0/pic34304.jpg,14,"Wargame, World War II",Bruce Harper
500,2,6,30,1904,6.87454,https://cf.geekdo-images.com/original/img/Ig1dDP0lawpaHnkyVl9vAGn5KcM=/0x0/pic2090197.jpg,8,Card Game,(Uncredited)
Wizard,2,2,30,1978,6.90354,https://cf.geekdo-images.com/original/img/eYwpNK4lCYNaSYjgYnmYURuR-Yo=/0x0/pic69383.jpg,10,"Adventure, Fantasy, Fighting, Wargame",Steve Jackson (I)
Volcano,1,6,30,2000,6.84699,https://cf.geekdo-images.com/original/img/CgmWjxfrTGOdXIGP6hLzUQpkGRM=/0x0/pic845301.jpg,0,Abstract Strategy,Kristin Looney
Die Kutschfahrt zur Teufelsburg,3,10,30,2006,6.56938,https://cf.geekdo-images.com/original/img/3fi6A-2UYF0-77WBionwaKqmF9c=/0x0/pic153683.jpg,12,"Bluffing, Card Game, Deduction","Michael Palm, Lukas Zach"
Empires of the Ancient World,3,5,180,2000,6.6174,https://cf.geekdo-images.com/original/img/nu7Aqy74V8D4pDXHXngGLnZjp20=/0x0/pic176812.jpg,12,Ancient,Martin Wallace
Circle the Wagons,2,2,15,2017,7.54162,https://cf.geekdo-images.com/original/img/Cvu0DOGPqF72rmBvhbq6SVHJLvw=/0x0/pic3380851.png,0,"American West, Card Game, City Building","Steven Aramini, Danny Devine, Paul Kluka"
"Warhammer Epic 40,000",2,4,180,1997,6.56108,https://cf.geekdo-images.com/original/img/Vl5WSETcvIhhuxIOcP0XGtRBXOU=/0x0/pic1882454.jpg,0,"Miniatures, Science Fiction","Andy Chambers, Jervis Johnson, Gavin Thorpe"
1000 Blank White Cards,3,99,60,1996,6.6983,https://cf.geekdo-images.com/original/img/ulYGXfhow85z8ZBA8FQ-NUNfDIw=/0x0/pic606721.jpg,5,"Card Game, Comic Book / Strip, Game System, Humor, Party Game","Riff Conner, Nathan Phoenix"
Warrior Knights,2,6,180,1985,6.62791,https://cf.geekdo-images.com/original/img/3N6NyiFbbkrL-IJymz6d7_l0Czw=/0x0/pic115311.jpg,10,"Fighting, Medieval, Negotiation, Political, Territory Building",Derek Carver
Santorini,2,3,20,2004,7.38867,https://cf.geekdo-images.com/original/img/xEc-S1X7N35m4lW7di0iiYh8dss=/0x0/pic42278.jpg,0,"Abstract Strategy, Ancient, Mythology",Gord!
Quiddler,1,8,30,1998,6.03744,https://cf.geekdo-images.com/original/img/iMb0hbyGMbIpd9f_1sNNKCp6xZI=/0x0/pic1753681.jpg,8,"Card Game, Word Game",Marsha J. Falco
Nothing Gained But Glory,2,2,300,2010,7.74064,https://cf.geekdo-images.com/original/img/SzunbsYYpTCWGvs-uZwpNdhzbeU=/0x0/pic815789.jpg,0,"Pike and Shot, Wargame","Knut Grünitz, Brian Berg Asklev Hansen"
Rod Hockey,2,4,20,1932,7.17275,https://cf.geekdo-images.com/original/img/ue3EyVmUJSAWDaJx-4WYhKzMX-M=/0x0/pic86440.jpg,0,"Action / Dexterity, Sports",Don Munro
Ghostbusters: The Board Game,1,4,120,2015,6.47675,https://cf.geekdo-images.com/original/img/4u9B1Xk64rBoe_tvQmOecy7fgaA=/0x0/pic2731222.jpg,15,"Fantasy, Movies / TV / Radio theme","Matt Hyra, Adam Sblendorio, Mataio Wilson"
Hostage Negotiator: Crime Wave,1,1,20,2017,7.85577,https://cf.geekdo-images.com/original/img/d4Tb5kogtYvlHCRRYc6VmXomdiI=/0x0/pic3025051.jpg,15,"Card Game, Dice",A. J. Porfirio
Spike,2,4,60,2014,6.73978,https://cf.geekdo-images.com/original/img/UQvGe-Yuwpvx2SYxCjPxYCqanMk=/0x0/pic2239884.jpg,14,Trains,Stephen Glenn
Marrying Mr. Darcy,2,6,60,2014,6.36083,https://cf.geekdo-images.com/original/img/Xq9Tn92-CGzke6PP9VWWv36Z0I8=/0x0/pic2013885.jpg,13,"Card Game, Napoleonic, Novel-based",Erika Svanoe
Magic: The Gathering – Arena of the Planeswalkers: Shadows over Innistrad,2,4,60,2016,7.13051,https://cf.geekdo-images.com/original/img/Wk1eM0T1-0Y-4ZW_A4d0EHTxc2U=/0x0/pic3084733.jpg,10,"Fantasy, Miniatures, Wargame","James D'Aloisio, Ethan Fleischer, Austin Rucker, Craig Van Ness"
7th Sea Collectible Card Game,2,6,45,1998,6.67182,https://cf.geekdo-images.com/original/img/YKZKvYRW7tXpaGkWFYUTjVRubnE=/0x0/pic1697074.jpg,12,"Adventure, Card Game, Collectible Components, Nautical, Pirates","Dan Verssen, Dave Williams (II), Erik Yaple"
18MEX,3,5,210,2005,7.71568,https://cf.geekdo-images.com/original/img/_vpb1pRFY3s7JjfV9czXe28imoQ=/0x0/pic730166.jpg,14,"Economic, Trains, Transportation",Mark Derrick
Car Wars Compendium,2,8,45,1989,7.13139,https://cf.geekdo-images.com/original/img/iL-x0J0AqPjNYdkiDyrJr0e3ITg=/0x0/pic112853.jpg,10,"Book, Racing, Science Fiction","Chad Irby, Steve Jackson (I)"
Crimson Skies,2,2,180,1998,7.0547,https://cf.geekdo-images.com/original/img/38Wqj5lp1P6fSiOETppL_0t5gzU=/0x0/pic14364.jpg,12,"Aviation / Flight, Collectible Components, Miniatures, Wargame","Michael Stackpole, Jordan Weisman"
Starship Merchants,2,4,90,2012,6.66831,https://cf.geekdo-images.com/original/img/3oX4FWWO-xU2dcJAK2N5tY3vAGM=/0x0/pic1223615.jpg,14,"Science Fiction, Space Exploration, Transportation","Joe Huber (I), Thomas Lehmann"
Mamma Mia! Plus,2,6,60,2009,6.99006,https://cf.geekdo-images.com/original/img/lPDvi86Wx_p9zmcV1RRla8hMUeA=/0x0/pic510744.jpg,10,Card Game,Uwe Rosenberg
Blue vs. Gray,2,4,120,1999,6.76766,https://cf.geekdo-images.com/original/img/r7xVwi-M9ufLKGWW1BMHfZ5pA_M=/0x0/pic2083742.png,12,"American Civil War, Card Game, Dice, Wargame",Evan Jones
Small Star Empires,2,4,30,2016,7.30034,https://cf.geekdo-images.com/original/img/oGhfxvYLeSmLfCm1lRUF-ovMqgo=/0x0/pic3979248.jpg,13,"Science Fiction, Territory Building",Milan Tasevski
Gardens,2,4,45,2014,6.65615,https://cf.geekdo-images.com/original/img/YLV4nmD4nOuSDolS53I70srtWNA=/0x0/pic1892934.jpg,8,Environmental,Perepau Llistosella
Battles of Napoleon: The Eagle and the Lion,2,2,90,2010,7.37228,https://cf.geekdo-images.com/original/img/4TaxKG7US9RVFPCtskwCFKwcTjA=/0x0/pic358080.jpg,12,"Miniatures, Napoleonic, Wargame","Ugo Di Meglio, Sergio Guerri"
Blood Royale,3,5,240,1987,6.51115,https://cf.geekdo-images.com/original/img/986Vros6P28Xmz5XydrY_9JDeHU=/0x0/pic267087.jpg,12,"Medieval, Negotiation, Political, Territory Building","Derek Carver, Paul Cockburn"
Tomb: Cryptmaster,2,6,120,2009,6.59262,https://cf.geekdo-images.com/original/img/USkTaC6w3ZGz98ijwpAECQZqn0U=/0x0/pic644214.jpg,13,"Adventure, Exploration, Fantasy, Fighting, Medieval",Brent Keith
American Megafauna,1,4,360,1997,6.95653,https://cf.geekdo-images.com/original/img/594gpTohPZDUvzQGlxS-FaKfqLo=/0x0/pic55990.jpg,9,"Animals, Environmental, Prehistoric",Phil Eklund
Enemy Coast Ahead: The Dambuster Raid,1,3,360,2014,7.70959,https://cf.geekdo-images.com/original/img/lZjI_Yvx6M5TtgX6z5Tla_pPPSU=/0x0/pic2279277.jpg,0,"Aviation / Flight, Wargame, World War II",Jeremy White
Sweden Fights On,2,2,240,2003,7.72354,https://cf.geekdo-images.com/original/img/lIgoirFkOZ7ui9bO5etRaRUy5rc=/0x0/pic28318.jpg,12,"Pike and Shot, Wargame",Ben Hull
Take it to the Limit!,1,6,45,2006,6.86803,https://cf.geekdo-images.com/original/img/TQdZhOcagwMt4EhJaITG9Arja0g=/0x0/pic237090.jpg,10,Abstract Strategy,Peter Burley
