names,min_players,max_players,avg_time,year,avg_rating,image_url,age,category,designer
1776,2,2,120,1974,6.46313,https://cf.geekdo-images.com/original/img/00GLNj4WRvsxfKDEUE4O_lD_qxE=/0x0/pic194369.jpg,12,"Age of Reason, American Indian Wars, American Revolutionary War, Wargame",Randall C. Reed
Doctor Who: Solitaire Story Game,1,1,45,2009,8.03428,https://cf.geekdo-images.com/original/img/eOR4RsbL0bUr0LxfUFPlK5ifJ3s=/0x0/pic582134.jpg,11,"Movies / TV / Radio theme, Print & Play, Science Fiction",Simon Cogan
Versailles,2,5,90,2014,6.53621,https://cf.geekdo-images.com/original/img/mQvfkNtwwA06ULh1e7GEneYNSGc=/0x0/pic2212853.png,12,Territory Building,Andrei Novac
Upon a Salty Ocean,2,4,120,2011,6.54962,https://cf.geekdo-images.com/original/img/fOrpzg06tpklZJbW4_TAOxIVmbc=/0x0/pic1000416.jpg,13,"Economic, Nautical, Renaissance",Marco Pranzo
Star Trek Deck Building Game: The Original Series,2,4,90,2012,6.7075,https://cf.geekdo-images.com/original/img/m_rc6HLiwOE5NZ3UrRDAg2q6-BA=/0x0/pic1537370.jpg,13,"Adventure, Card Game, Exploration, Fantasy, Fighting, Movies / TV / Radio theme, Science Fiction, Space Exploration",Alex Bykov
1844: Switzerland,3,7,300,2003,8.34356,https://cf.geekdo-images.com/original/img/8PlXWexkQ0Vbk4bwg3sLS1rtCoQ=/0x0/pic32318.jpg,12,"Economic, Trains","Peter Minder, Helmut Ohley"
Arcana,2,4,60,2009,6.15712,https://cf.geekdo-images.com/original/img/FtsPycc_j6FpoLI8gxGKU_HyP18=/0x0/pic1004109.jpg,13,"Bluffing, Card Game, Fantasy",Damien Desnous
Candamir: The First Settlers,2,4,60,2004,6.16933,https://cf.geekdo-images.com/original/img/9Ljd4vu2z-GtgUqz6HBydgv3ggY=/0x0/pic94341.jpg,12,Exploration,Klaus Teuber
Wings of War: WW2 Deluxe set,2,4,45,2009,7.26148,https://cf.geekdo-images.com/original/img/45fI9uJoSHO32N33N4Q7jF7dfLE=/0x0/pic588580.jpg,8,"Aviation / Flight, Card Game, Miniatures, Wargame, World War II","Andrea Angiolino, Pier Giorgio Paglia"
Icehouse,3,5,20,1989,6.65988,https://cf.geekdo-images.com/original/img/GV7zZCGE95cs-BukNGbQDenXi_w=/0x0/pic2038742.jpg,8,"Abstract Strategy, Game System, Real-time","John Cooper, Andrew Looney"
Rat Hot,2,2,30,2005,6.31727,https://cf.geekdo-images.com/original/img/N9bKk6lELSH-UMcSFCDuJKSJGwM=/0x0/pic90093.jpg,8,"Abstract Strategy, Print & Play",Michael Schacht
Dark Gothic,2,6,45,2014,6.9666,https://cf.geekdo-images.com/original/img/lOvikM33rJV4gQFx_03ZvNjzofM=/0x0/pic1752132.jpg,12,"Card Game, Horror",Jason C. Hill
Team Play,3,6,30,2015,6.96836,https://cf.geekdo-images.com/original/img/MclUrMbEDNqQ3wTiht4ohLq7tyo=/0x0/pic2602638.jpg,8,Card Game,Johannes Schmidauer-König
Fleet Wharfside,2,4,30,2015,6.96933,https://cf.geekdo-images.com/original/img/fUKZfk6Hx5KYVexVqB8TG2Yap00=/0x0/pic2488209.jpg,13,"Animals, Card Game, Nautical","Ben Pinchback, Matt Riddle"
La Strada,2,4,30,2004,6.19768,https://cf.geekdo-images.com/original/img/nuTIWsyGlTgJnd116DLNP7XF2A4=/0x0/pic1191603.jpg,10,"Abstract Strategy, Transportation",Martin Wallace
Age of Discovery,2,4,45,2007,6.37603,https://cf.geekdo-images.com/original/img/4bWK8kKrNKmfreHGHYZSgc7tlh8=/0x0/pic222980.jpg,10,"Card Game, Economic, Exploration, Nautical, Renaissance",Alfred Viktor Schulz
Loco Motive,4,8,15,2009,6.50744,https://cf.geekdo-images.com/original/img/uuRmcSDo3nQ6IEfafXQ-9dC1Ego=/0x0/pic876983.jpg,8,"Action / Dexterity, Party Game, Puzzle, Real-time",Walter Obert
Battle Masters,2,2,60,1992,6.20045,https://cf.geekdo-images.com/original/img/L-8Y4lAGg7K2tuRkMht8BYJ4Tqg=/0x0/pic4009930.jpg,9,"Fantasy, Fighting, Miniatures, Wargame",Stephen Baker
Schrille Stille,3,6,60,1999,6.50228,https://cf.geekdo-images.com/original/img/HdYiGLeba2VABvOA4KJ6KmZ-pX8=/0x0/pic318386.jpg,10,"Economic, Music",Peter Wichmann
Harvest Dice,2,4,30,2017,6.82063,https://cf.geekdo-images.com/original/img/CpUcNRab1-fA51Z3hfKPeKGVIwc=/0x0/pic3687781.jpg,8,"Dice, Farming",Danny Devine
Rocky Road à la Mode,2,4,30,2017,6.84896,https://cf.geekdo-images.com/original/img/L_UKsQC-tm91-HDAw2OlKvFiHlA=/0x0/pic3030150.png,10,Card Game,Joshua J Mills
Muse,2,12,30,2017,6.98782,https://cf.geekdo-images.com/original/img/1BRAkNV5ClljefhzU_hHMOuiA-Q=/0x0/pic3719954.jpg,10,"Card Game, Humor, Party Game",Jordan Sorenson
Under the Shadow of the Dragon,2,2,90,2004,6.5258,https://cf.geekdo-images.com/original/img/wI21aDVOEnjS0BFAADjlBgSqxnE=/0x0/pic210780.jpg,10,"Adventure, Fantasy",Lutz Stepponat
World of Warcraft Miniatures Game,2,2,45,2008,6.61791,https://cf.geekdo-images.com/original/img/AZoXF6HNb1PpQlOs4zZVLxwuUHk=/0x0/pic1237276.jpg,0,"Adventure, Collectible Components, Fantasy, Miniatures, Video Game Theme","Edward Fear, John Fiorillo, Justin Gary, Matt Hyra, Anthony Shaheen, Patrick Sullivan (II)"
Cardcassonne,2,5,45,2009,6.28808,https://cf.geekdo-images.com/original/img/BRFJUFD_T6EKPKQL8bl6TgGDQwc=/0x0/pic629745.jpg,8,"Card Game, City Building, Medieval","Karl-Heinz Schmiel, Klaus-Jürgen Wrede"
HEXplore It: The Valley of the Dead King,1,7,180,2017,8.25757,https://cf.geekdo-images.com/original/img/koFWpIzbcVCkvfniBj0i-Z3B23E=/0x0/pic3713346.jpg,12,"Adventure, Exploration, Fantasy, Fighting, Puzzle, Travel","Kat Kimoundri, Nathan Loos, Jonathan Mariucci"
Orient Express,1,6,60,1985,6.63659,https://cf.geekdo-images.com/original/img/cJC8f_kbE0XxkV2n3xhzvpjciMI=/0x0/pic349605.jpg,10,"Deduction, Murder/Mystery, Trains",Jeff Smets
Die Säulen von Venedig,2,6,45,2006,6.60398,https://cf.geekdo-images.com/original/img/JHdxUrW7tlBnxZvdFLFkcwnkZq0=/0x0/pic175991.jpg,10,City Building,"Christian Fiore, Knut Happel"
Fief,3,6,120,2011,7.32271,https://cf.geekdo-images.com/original/img/BSQwNn5jdJEh98SfUs8Y2Wxd3G4=/0x0/pic1145025.jpg,12,"Medieval, Negotiation, Political",Philippe Mouchebeuf
Pick & Pack,2,2,20,2007,6.48085,https://cf.geekdo-images.com/original/img/IPAeeo6QXFXv0nl2x9i1-pIHCfw=/0x0/pic226509.jpg,8,Abstract Strategy,Simon Hunt
The Longest Day,2,8,5400,1979,7.1554,https://cf.geekdo-images.com/original/img/FVz6Lm7zyaiMJhnR2fEzkU8opxc=/0x0/pic1451028.png,12,"Wargame, World War II",Randall C. Reed
Rage,2,10,45,1983,6.19439,https://cf.geekdo-images.com/original/img/AvrYKiieKAZ1Ay-E8f80jB5X7CU=/0x0/pic149723.jpg,8,Card Game,(Uncredited)
Raxxon,1,4,60,2017,7.05493,https://cf.geekdo-images.com/original/img/mtmA3yZydC9JA_I6O44nG3KTZYY=/0x0/pic3667550.jpg,14,"Horror, Medical, Puzzle, Zombies",J. Arthur Ellis
Bolide,2,8,120,2005,6.53983,https://cf.geekdo-images.com/original/img/ucIeEEAd5PIt52LetqFbu76babA=/0x0/pic215716.jpg,14,"Racing, Sports",Alfredo Genovese
CrossTalk,4,8,30,2017,7.17405,https://cf.geekdo-images.com/original/img/pMRHnmCtIMMjDIazG_TBeV2wRc8=/0x0/pic3326341.png,10,"Deduction, Party Game, Word Game","Brett Sobol, Seth Van Orden"
Star Trek Deck Building Game: The Next Generation – Next Phase,2,4,90,2012,6.79636,https://cf.geekdo-images.com/original/img/bDzwSA173PVwb8L70UcLhsu4owY=/0x0/pic1903299.jpg,13,"Adventure, Exploration, Fighting, Movies / TV / Radio theme, Negotiation, Science Fiction, Space Exploration",Alex Bykov
Barbarossa,2,5,60,2010,6.86114,https://cf.geekdo-images.com/original/img/MyIap4x4UycsOj8KCHWymDWgdSk=/0x0/pic3013877.png,18,"Card Game, World War II",Atsuo Yoshizawa
Gaïa,2,5,30,2014,6.33527,https://cf.geekdo-images.com/original/img/-tnLepD4pPY2XiR1tVNm4YyzOrc=/0x0/pic2238245.jpg,8,Territory Building,Olivier Rolko
VOLT: Robot Battle Arena,2,4,30,2014,7.02129,https://cf.geekdo-images.com/original/img/2KNDoRfenXShAJ6ncGS92MV9ROE=/0x0/pic1802155.jpg,13,"Fighting, Miniatures, Science Fiction",Emerson Matsuuchi
Cabo,2,5,30,2010,6.88842,https://cf.geekdo-images.com/original/img/Akfhil73Eq-Yr56Pan6RbmSqOfE=/0x0/pic754318.jpg,8,Card Game,"Mandy Henning, Melissa Limes"
Articulate!,4,8,60,1992,6.53895,https://cf.geekdo-images.com/original/img/JxYn8aT2B8U8wehWQ1uL3_7ARb8=/0x0/pic112473.jpg,12,"Party Game, Word Game",Andrew Bryceson
The Russian Campaign (fourth and fifth editions),2,2,240,2003,7.64014,https://cf.geekdo-images.com/original/img/x9tvReSkTduiAGKirs9_JekviyE=/0x0/pic189603.jpg,12,"Wargame, World War II",John Edwards
"Going, Going, GONE!",2,6,20,2013,6.23676,https://cf.geekdo-images.com/original/img/t0Jgi5bIcii2WQuETV9KaclTvc4=/0x0/pic1742682.jpg,8,"Action / Dexterity, Party Game, Real-time",Scott Nicholson
Saints in Armor,2,2,300,2012,7.99564,https://cf.geekdo-images.com/original/img/RYeoke9zxavvUKFoGc-V0vj1JIU=/0x0/pic1489939.jpg,14,"Pike and Shot, Wargame","David Ekberg, Brian Berg Asklev Hansen"
Star Wars: Star Warriors,2,6,120,1987,6.85245,https://cf.geekdo-images.com/original/img/x09rbd9bLnJx_Beo3N9-uejeefs=/0x0/pic2477216.jpg,12,"Movies / TV / Radio theme, Science Fiction","Peter Corless, Doug Kaufman"
Enigma,2,4,45,2012,6.49705,https://cf.geekdo-images.com/original/img/4E8n6hpqyeBT5j4m6rfgxxjcF2Y=/0x0/pic1939155.jpg,8,"Adventure, Puzzle, Real-time",Touko Tahkokallio
Masters of Venice,2,5,90,2009,6.64102,https://cf.geekdo-images.com/original/img/xPMRiuKIsc5-T2uMGzSFKhzMOEY=/0x0/pic1600603.jpg,15,"Economic, Renaissance",Frank DiLorenzo
Lobotomy,1,5,180,2017,7.50087,https://cf.geekdo-images.com/original/img/bULJcjnzQLk_oJh_dD6O_pDJGt8=/0x0/pic3449059.jpg,14,"Adventure, Exploration, Fighting, Horror, Miniatures","Sebastian Kozak, Michal Kozak, Michal Marciniak, Maciej Owsianny"
Thunder at Cassino,1,2,360,1987,7.03316,https://cf.geekdo-images.com/original/img/FI0Cx7VGf3DnDba7miYRaHAT3gw=/0x0/pic19520.jpg,12,"Wargame, World War II",Courtney F. Allen
Kulami,2,2,30,2011,7.15087,https://cf.geekdo-images.com/original/img/5NQ-H8fj5a4rxDcHSFQh0nsCfsI=/0x0/pic3210582.jpg,10,Abstract Strategy,Andreas Kuhnekath
Ninety-Nine,2,4,60,1967,7.32904,https://cf.geekdo-images.com/original/img/TXE9v54eQe7fKVrTfXFEoagGGOU=/0x0/pic318149.jpg,8,Card Game,David Parlett
Risk: Game of Thrones,2,7,240,2015,6.94876,https://cf.geekdo-images.com/original/img/OLst3r1AjNF4FgqqaaJyxqIT-wo=/0x0/pic2568573.jpg,18,"Movies / TV / Radio theme, Wargame",Andrew Wolf
Tarot,3,5,30,1430,6.73912,https://cf.geekdo-images.com/original/img/LUL4JhKQsON4xJv_VtDkd7AM-tI=/0x0/pic475504.jpg,12,"Bluffing, Card Game, Game System, Print & Play",(Uncredited)
Locomotive Werks,3,5,120,2002,6.77656,https://cf.geekdo-images.com/original/img/eksNDM5Nj2feLDE7tLaarAMNtnk=/0x0/pic1208369.jpg,12,"Economic, Trains",Dieter Danziger
WarCraft: The Board Game,2,4,120,2003,6.1202,https://cf.geekdo-images.com/original/img/tJmoWnlALjaJpg0_3yOHFm_g1to=/0x0/pic31810.jpg,12,"City Building, Fantasy, Fighting, Video Game Theme, Wargame",Kevin Wilson
Waterloo,2,2,180,2009,7.00425,https://cf.geekdo-images.com/original/img/iJn4Zqe9iLgj8A8SXK6zP0q0ZH4=/0x0/pic412813.jpg,13,"Napoleonic, Wargame",Martin Wallace
Terrible Swift Sword,2,6,4320,1976,7.2865,https://cf.geekdo-images.com/original/img/ZdEJA44X9Ov9klqEFHi7kNmFMpY=/0x0/pic216381.jpg,12,"American Civil War, Wargame",Richard H. Berg
Armadöra,2,4,30,2003,6.41005,https://cf.geekdo-images.com/original/img/XKsFfT95S31oc2ABDMbjqKfZlJU=/0x0/pic2404104.jpg,8,"Abstract Strategy, American West, Bluffing, Fantasy, Territory Building",Christwart Conrad
Viktory II,2,8,60,2006,6.93321,https://cf.geekdo-images.com/original/img/D73BvFdjlTQ2HFypRC0FYxJuDmU=/0x0/pic129448.jpg,10,"Exploration, Fighting, Territory Building, Wargame",Peter Morrison
Snowblind: Race for the Pole,1,4,60,2016,6.99219,https://cf.geekdo-images.com/original/img/ndeUbF8fnVuStEqfv1ACtXClxmM=/0x0/pic3056713.jpg,10,"Dice, Racing",Simon McGregor
Professor Evil and The Citadel of Time,2,4,45,2017,6.77533,https://cf.geekdo-images.com/original/img/yyKvBB9M_vvzleFagWrbPM6JzOM=/0x0/pic3495278.jpg,8,Spies/Secret Agents,"Matthew Dunstan, Brett J. Gilbert"
Pony Express,3,5,45,2009,6.48584,https://cf.geekdo-images.com/original/img/KBhKsYPbnPhM0E-JGG6W9q0RHfM=/0x0/pic477522.jpg,8,"Action / Dexterity, American West, Bluffing, Dice, Humor, Racing","Antoine Bauza, Bruno Faidutti"
Salmon Run,2,4,45,2013,6.58374,https://cf.geekdo-images.com/original/img/AzLZtFFSJnFEqFipuX6-waavbJw=/0x0/pic1594719.jpg,10,"Animals, Racing",Jesse Catron
Dungeon Dice,2,5,20,2014,7.01427,https://cf.geekdo-images.com/original/img/Pz92a3qNI0oy-c0HH1gSJCePFEE=/0x0/pic3489805.jpg,8,"Adventure, Dice, Medieval, Negotiation",Sam Coates
Space Race: The Card Game,1,4,60,2017,7.11618,https://cf.geekdo-images.com/original/img/jDNzHiKs_MuYC_yZN72AbOamvak=/0x0/pic3545293.jpg,13,"Card Game, Space Exploration","Marek Loskot, Jan Soukal"
Russian Rails,2,6,240,2004,6.90087,https://cf.geekdo-images.com/original/img/MQTZLoJIuTaI89etLnAsOOsGRpo=/0x0/pic51232.jpg,10,"Economic, Trains, Transportation",Jodi Soares
Golem Arcana,2,8,45,2014,6.85214,https://cf.geekdo-images.com/original/img/QGgcBApRPE4Qmpr8o0B76cdGj7I=/0x0/pic2219440.jpg,14,"Electronic, Fantasy, Miniatures, Wargame","Seth Johnson, Michael Mulvihill, Brian Poel, Jordan Weisman"
JAB: Realtime Boxing,2,2,15,2011,6.29744,https://cf.geekdo-images.com/original/img/GE4vhCHUYx96ABUIcXESp2vNAj8=/0x0/pic1094082.jpg,10,"Card Game, Fighting, Real-time, Sports",Gavan Brown
The Cousins' War,2,2,30,2017,7.4849,https://cf.geekdo-images.com/original/img/OWCg4X-tsj5Ji5fA-SAr71J157o=/0x0/pic3483951.jpg,12,"Card Game, Dice, Medieval, Renaissance",David J. Mortimer
Rory's Story Cubes: Actions,1,12,20,2007,6.45306,https://cf.geekdo-images.com/original/img/9DjGzDb9rG_U1vs8jUvO0l9PZss=/0x0/pic1215737.jpg,6,Dice,Rory O'Connor
Hoplomachus: Rise of Rome,1,2,30,2013,8.23964,https://cf.geekdo-images.com/original/img/JrcgrgEN0YuA4HVlT4TCWV6eepg=/0x0/pic1608871.jpg,12,"Dice, Fighting","Adam Carlson, Josh J. Carlson"
Escape from 100 Million B.C.,1,6,90,2017,7.1941,https://cf.geekdo-images.com/original/img/v9R0ch9UVjUJcvoIt9bQfnSfsgk=/0x0/pic3497185.jpg,13,"Adventure, Prehistoric, Science Fiction",Kevin Wilson
Indulgence,3,4,60,2017,7.05924,https://cf.geekdo-images.com/original/img/LcBjzYgqt_EX35ySZPeBIj62IBI=/0x0/pic3438634.jpg,14,Card Game,"G. W. ""Jerry"" D'Arcey, Rob Daviau, Justin D. Jacobson"
Mijnlieff,2,2,10,2010,7.2828,https://cf.geekdo-images.com/original/img/VNBxPAyLlgoVtXP-22xGHayX58s=/0x0/pic836238.jpg,6,Abstract Strategy,Andy Hopwood
This Accursed Civil War,2,2,240,2002,7.53028,https://cf.geekdo-images.com/original/img/qWG07uKgG2z-q5GN1zjREd0Wf3s=/0x0/pic13676.jpg,12,"Civil War, Pike and Shot, Wargame",Ben Hull
Venture,2,6,45,1969,6.5061,https://cf.geekdo-images.com/original/img/j5ZKarv9_R6o9xhK8PMJsQs9_io=/0x0/pic1319161.jpg,10,"Card Game, Economic",Sid Sackson
Focus,2,4,45,1963,6.45974,https://cf.geekdo-images.com/original/img/T5xiOeQTCUnZZSsvrg7sVX3LOgM=/0x0/pic125970.jpg,10,Abstract Strategy,Sid Sackson
Parthenon: Rise of the Aegean,3,6,120,2005,6.36674,https://cf.geekdo-images.com/original/img/9MfaXp5Mu3G0XbpGccpVSDHQrNk=/0x0/pic81123.jpg,12,"Ancient, City Building, Civilization, Economic, Mythology, Nautical, Negotiation, Transportation","Jason Hawkins, Andrew Parks"
Pinguin-Party,2,6,15,2008,6.34955,https://cf.geekdo-images.com/original/img/u9rp5-mqYXXXT8yNRmderQFFClA=/0x0/pic1201757.jpg,6,"Animals, Card Game, Children's Game",Reiner Knizia
Cthulhu Fluxx,2,6,30,2012,6.1208,https://cf.geekdo-images.com/original/img/fTCYhuouZsQRojxsRUxfj9lz1YY=/0x0/pic1314332.jpg,8,Card Game,Keith Baker
Pizza Box Football,1,2,60,2005,6.29851,https://cf.geekdo-images.com/original/img/S1faIJ-QrRhbEoNLRvasDc-8H8s=/0x0/pic201631.jpg,12,"Bluffing, Dice, Sports","Erik Smith, Scott Smith (I)"
Sneaks & Snitches,2,5,20,2010,6.33053,https://cf.geekdo-images.com/original/img/GX81hesc_DCvOBBl0bUDFdgp8AQ=/0x0/pic795565.jpg,9,"Bluffing, Card Game, Spies/Secret Agents",Vlaada Chvátil
Guilds of Cadwallon,2,4,30,2013,6.49952,https://cf.geekdo-images.com/original/img/65UH8SEi9uU8aQ1wwkQYp0g98p8=/0x0/pic1635433.jpg,10,Fantasy,"Gaëtan Beaujannot, Charles Chevallier"
10 Days in the Americas,2,4,20,2010,6.66915,https://cf.geekdo-images.com/original/img/ZP0xym1QAqwrQ4-MuKNMTWDFHZw=/0x0/pic1229649.jpg,10,"Educational, Travel","Alan R. Moon, Aaron Weissblum"
Das Amulett,3,6,60,2001,6.46892,https://cf.geekdo-images.com/original/img/NOh2XPqffA93HMWHhnshVX-aFf4=/0x0/pic208698.jpg,12,Fantasy,"Alan R. Moon, Aaron Weissblum"
Panic Station,4,6,40,2011,6.04956,https://cf.geekdo-images.com/original/img/OOQpGtzYOmMa8GsBpuiYRjxsp2w=/0x0/pic1086190.jpg,10,"Adventure, Bluffing, Exploration, Party Game, Science Fiction",David Ausloos
World of Warcraft: The Adventure Game,2,4,90,2008,6.16448,https://cf.geekdo-images.com/original/img/qp-4wVtF3RY5sW20IaJxcUL0QbQ=/0x0/pic346496.jpg,12,"Adventure, Fantasy, Fighting, Video Game Theme","Daniel Clark (I), Michael Hurley, Corey Konieczka, Jeff Tidball"
"A Most Dangerous Time: Japan in Chaos, 1570-1584",2,4,240,2009,7.36441,https://cf.geekdo-images.com/original/img/M5NbvSi-69RaiR7PnGZQrtEfFNM=/0x0/pic342213.jpg,12,"Renaissance, Wargame","Tetsuya Nakamura, Adam Starkweather"
Hotel Samoa,3,6,60,2010,6.2783,https://cf.geekdo-images.com/original/img/B1kpuisyQQ9MmPE5MAEWbd6nJ4U=/0x0/pic674480.jpg,10,Economic,Kristian Amundsen Østby
Dungeon Alliance,1,4,180,2018,8.12295,https://cf.geekdo-images.com/original/img/q8sFuP5JyTgq1KFXFw6ojJ2CksA=/0x0/pic3285236.jpg,12,"Adventure, Exploration, Fantasy, Fighting, Miniatures",Andrew Parks
Undermining,2,5,45,2011,6.43615,https://cf.geekdo-images.com/original/img/FXcJDvoec1NoRJrlmkXsOxbwF0k=/0x0/pic1069095.jpg,8,"Science Fiction, Space Exploration, Transportation",Matt Tolman
Vino,3,5,90,1999,6.46827,https://cf.geekdo-images.com/original/img/kMmMsxbXIV0i3dFOH_mwBA04Dhw=/0x0/pic423043.jpg,12,Economic,Christwart Conrad
Coin Age,2,2,15,2013,6.13725,https://cf.geekdo-images.com/original/img/DxMuO00wqoNLQ_PU89coHaZwWds=/0x0/pic1753319.png,0,"Abstract Strategy, Print & Play",Adam P. McIver
Anno Domini: Erfindungen,2,8,30,1999,6.82263,https://cf.geekdo-images.com/original/img/OyZFxXBrS9tImLcl4_p0ZET-G7U=/0x0/pic249392.jpg,10,"Bluffing, Party Game, Trivia",Urs Hostettler
Reluctant Enemies,2,2,750,2014,7.9869,https://cf.geekdo-images.com/original/img/Py__JpkdihlgPSEtvnXXbWaXUho=/0x0/pic1603430.jpg,0,"Wargame, World War II","Curtis Baer, Dean Essig"
Fast Forward: FORTRESS,2,4,15,2017,6.52927,https://cf.geekdo-images.com/original/img/CGw3ee-xOTJJrgyacg34y09h0ew=/0x0/pic3652008.jpg,10,"Bluffing, Card Game, Fantasy, Fighting, Humor, Math",Friedemann Friese
Quarriors! Light vs. Dark,2,4,30,2014,6.89204,https://cf.geekdo-images.com/original/img/7gs2g0qYCkQ4N7Pn3DIUbeVfDpU=/0x0/pic1949648.jpg,14,"Dice, Fantasy, Fighting","Mike Elliott, Eric M. Lang"
2GM Tactics,1,4,120,2015,7.82936,https://cf.geekdo-images.com/original/img/Leq8mI7X37d6BtmAfCKaTKxNsSE=/0x0/pic2711760.jpg,12,"Card Game, Wargame, World War II",Proyecto Enigma
10 Minute Heist: The Wizard's Tower,2,5,10,2017,6.6553,https://cf.geekdo-images.com/original/img/IEzLo1POAmIfu9lyOvXsQxtVfB0=/0x0/pic3584961.jpg,14,"Card Game, Fantasy",Nick Sibicky
Canasta,2,6,45,1939,6.36282,https://cf.geekdo-images.com/original/img/plhxmfYhedVaErhch1NZSfUgH-Q=/0x0/pic77289.jpg,12,Card Game,Segundo Santos
Clinic,2,4,120,2014,7.22713,https://cf.geekdo-images.com/original/img/CY9fNSqMuV9RcUFLz7Ipb6er07k=/0x0/pic2212910.jpg,14,"City Building, Economic, Medical, Territory Building, Transportation",Alban Viard
Mosaix,1,4,20,2009,6.59693,https://cf.geekdo-images.com/original/img/AgMEKGwTBXSxEP85e5kbdpS0SZ0=/0x0/pic588349.jpg,8,"Dice, Puzzle",Christof Tisch
The Dark Valley,1,2,500,2013,7.93346,https://cf.geekdo-images.com/original/img/CXBwxJaLnJSz-utxY-jEOkyUSzE=/0x0/pic1850516.jpg,0,"Wargame, World War II",Ted Raicer
Mow,2,10,15,2008,6.19869,https://cf.geekdo-images.com/original/img/oHV9MlbvIS2GRl2OmxHgt93GFhY=/0x0/pic695858.jpg,7,"Animals, Card Game, Humor",Bruno Cathala
Martinique,2,2,30,2009,6.29306,https://cf.geekdo-images.com/original/img/qVuDf4jaQQjDgVS64ogE9-mY85o=/0x0/pic514969.jpg,10,"Bluffing, Deduction, Pirates",Emanuele Ornella
Petits Meurtres & Faits Divers,4,7,45,2007,6.99565,https://cf.geekdo-images.com/original/img/E71wtS6XFCGQRer5ySZBhr1nekg=/0x0/pic575745.jpg,12,"Deduction, Murder/Mystery",Hervé Marly
Pax Baltica,2,2,840,2009,7.35611,https://cf.geekdo-images.com/original/img/NNN3Ho2dc7vLfX_o0tcwXZtSJBo=/0x0/pic1490502.jpg,12,"Age of Reason, Wargame","Göran Björkman, Stefan Ekström"
Attack on Titan: Deck-Building Game,1,5,90,2016,7.07726,https://cf.geekdo-images.com/original/img/4Up1a2tMqyRRS7Rmwa4i9twY6J8=/0x0/pic3062097.png,15,"Card Game, Fantasy, Movies / TV / Radio theme",Matt Hyra
Winds of Plunder,3,5,120,2007,6.45144,https://cf.geekdo-images.com/original/img/ogk0Cf8aS07oNxleTP7dDzLOlyE=/0x0/pic1188010.jpg,10,Pirates,Al Newman
Sixth Fleet,2,2,360,1985,6.91326,https://cf.geekdo-images.com/original/img/r58rzkmQxDuhsdWw5K_O-JrMnQc=/0x0/pic48153.jpg,12,"Modern Warfare, Nautical, Wargame",Joseph M. Balkoski
The Magnates: A Game of Power,2,5,90,2014,6.79932,https://cf.geekdo-images.com/original/img/4Pxk4qjiqww3ynMRHyTP5fLhX9Q=/0x0/pic2074601.jpg,10,"Card Game, Novel-based, Political, Renaissance","Jaro Andruszkiewicz, Waldek Gumienny"
Antidote,2,7,30,2013,6.40431,https://cf.geekdo-images.com/original/img/ycB0jYJysb_L9jTJuZMzjP8C3qQ=/0x0/pic2056454.jpg,13,"Card Game, Deduction, Medical, Print & Play",Dennis Hoyle
Cosmogenesis,2,4,60,2017,7.68526,https://cf.geekdo-images.com/original/img/GAWaHeY4VOv-8mgEAAx-t9J4BOA=/0x0/pic3575260.jpg,12,Space Exploration,Yves Tourigny
An Infamous Traffic,2,5,90,2016,7.30377,https://cf.geekdo-images.com/original/img/HF3aAcxtL6kuRb-MCGg_xtYfZeE=/0x0/pic3135977.jpg,14,"Economic, Industry / Manufacturing, Political",Cole Wehrle
Artus,2,4,60,2011,6.29583,https://cf.geekdo-images.com/original/img/QGn4Sm-9ttG1zh5u5_gfZxwA-Io=/0x0/pic947044.jpg,9,Medieval,"Michael Kiesling, Wolfgang Kramer"
Patton's Best,1,1,90,1987,6.61032,https://cf.geekdo-images.com/original/img/9czNu52w9KGCGLw2NpzYM1aMVAY=/0x0/pic258004.jpg,12,"Wargame, World War II",Bruce Shelley
Kings of War,2,0,60,2010,7.88455,https://cf.geekdo-images.com/original/img/5MjMCHlqZ096A4_Qbg2-dJoXv_M=/0x0/pic2619704.jpg,0,"Book, Fantasy, Miniatures, Wargame",Alessio Cavatore
Die Fugger,2,4,45,2003,6.4576,https://cf.geekdo-images.com/original/img/nQ40AkKh-2I4YzT8jyeW7TFzsi0=/0x0/pic33644.jpg,10,"Card Game, Economic, Medieval",Klaus-Jürgen Wrede
Braggart,2,6,30,2010,6.45359,https://cf.geekdo-images.com/original/img/F1ngqBbP3H4RYsmzf-J90SWtFW4=/0x0/pic3149244.jpg,10,"Card Game, Fantasy, Humor, Medieval",Kyle Daniel
Martians: A Story of Civilization,1,4,150,2016,6.62335,https://cf.geekdo-images.com/original/img/uOfRpjKaq-VmIqtC4enOtfSZjkE=/0x0/pic3166796.jpg,14,"City Building, Civilization, Economic, Exploration, Science Fiction, Space Exploration","Grzegorz Okliński, Krzysztof Wolicki"
Zombie Fluxx,2,6,40,2007,6.01759,https://cf.geekdo-images.com/original/img/rJPD30K1fnHGRlboANLFzktEaF0=/0x0/pic254239.jpg,8,"Card Game, Zombies",Andrew Looney
Jäger und Späher,2,2,60,2014,7.00441,https://cf.geekdo-images.com/original/img/dKqtp2pM81XG2-QjWvmlwuMtkBs=/0x0/pic2058455.jpg,12,Prehistoric,Gerhard Hecht
